Date,Neutral,Hname,Hscore,Hfouls,Hblocks,Hsteals,Hturnovers,Hassists,Hteam-rebounds,Hrebounds,Hoff-rebounds,Hft-attempted,Hft-made,Htreys-attempted,Htreys-made,Hfg-attempted,Hfg-made,Hminutes,Aname,Ascore,Afouls,Ablocks,Asteals,Aturnovers,Aassists,Ateam-rebounds,Arebounds,Aoff-rebounds,Aft-attempted,Aft-made,Atreys-attempted,Atreys-made,Afg-attempted,Afg-made,Aminutes
3/2/2013,0,Northeastern,74,24,3,12,16,10,0,29,10,28,19,18,7,57,24,40,Old Dominion,81,22,8,8,20,9,0,35,10,26,18,10,1,57,31,40
3/2/2013,0,Wake Forest,57,17,3,9,18,9,0,29,6,25,19,21,6,49,16,40,Maryland,67,24,6,11,19,10,0,37,9,13,8,14,3,59,28,40
3/2/2013,0,Bowling Green,65,12,3,6,20,14,0,33,7,16,14,13,3,50,24,40,Ohio,78,17,3,14,8,18,0,24,5,12,6,22,8,61,32,40
3/2/2013,0,Lafayette,80,12,5,5,9,10,0,16,2,21,19,14,7,47,27,40,American,72,20,2,3,13,12,0,22,5,12,9,18,9,52,27,40
3/2/2013,0,Lehigh,81,15,2,7,13,19,0,30,7,27,20,16,7,53,27,40,Army,75,20,3,3,16,20,0,26,7,18,11,24,10,59,27,40
3/2/2013,0,UCF,67,19,3,11,15,13,0,26,5,26,15,17,6,53,23,40,Memphis,76,19,3,10,15,19,0,31,9,21,12,15,6,60,29,40
3/2/2013,0,Belmont,78,20,4,8,11,13,0,23,6,24,23,11,3,46,26,40,Jacksonville St.,71,21,3,7,12,6,0,26,13,26,19,18,8,50,22,40
3/2/2013,0,Virginia Military,94,16,4,8,9,25,0,30,8,14,12,37,16,68,33,40,Longwood,80,13,3,5,15,16,0,33,9,18,12,18,6,64,31,40
3/2/2013,0,Georgia,78,16,7,7,9,16,0,34,12,26,22,16,8,56,24,40,Tennessee,68,23,2,6,11,10,0,28,9,16,14,25,10,57,22,40
3/2/2013,0,Oklahoma,86,18,2,4,5,17,0,33,4,34,34,18,6,52,23,40,Iowa St.,69,20,2,3,9,8,0,21,1,22,14,31,11,51,22,40
3/2/2013,0,Kansas,91,20,13,9,11,29,0,32,6,18,12,18,11,60,34,40,West Virginia,65,19,4,6,15,13,0,39,19,20,14,21,7,67,22,40
3/2/2013,0,Marquette,72,16,6,9,15,20,0,22,3,18,11,11,5,47,28,40,Notre Dame,64,20,2,10,13,15,0,30,13,19,11,25,7,60,23,40
3/2/2013,0,Delaware,82,18,5,4,11,11,0,32,11,31,26,15,6,51,25,40,George Mason,77,22,0,6,11,16,0,30,14,21,14,26,11,60,26,40
3/2/2013,0,Ill. Chicago,67,17,1,5,19,15,0,30,9,16,13,29,12,57,21,40,Detroit,79,17,7,7,8,23,0,29,7,19,14,15,3,62,31,40
3/2/2013,0,Creighton,91,15,0,2,13,21,0,24,2,16,14,21,11,47,33,40,Wichita St.,79,16,2,11,9,19,0,20,7,18,14,21,7,55,29,40
3/2/2013,0,Temple,76,19,6,6,14,16,0,38,17,24,13,24,9,59,27,40,Rhode Island,70,23,0,6,12,13,0,29,9,20,10,20,10,55,25,40
3/2/2013,0,Rice,56,16,2,6,8,9,0,24,1,14,11,20,7,52,19,40,UTEP,67,15,1,6,11,16,0,42,10,19,11,20,6,53,25,40
3/2/2013,0,Houston,103,19,4,7,11,26,0,38,9,27,19,15,8,64,38,40,Marshall,76,19,3,3,15,10,0,33,16,27,21,31,7,66,24,40
3/2/2013,0,Appalachian St.,86,26,7,10,12,19,0,33,8,27,20,26,12,56,27,40,Chattanooga,60,20,4,6,17,6,0,28,8,32,15,12,3,50,21,40
3/2/2013,0,Canisius,61,18,2,6,9,11,0,19,5,20,14,25,7,47,20,40,Rider,65,18,2,5,13,11,0,27,5,17,11,15,4,46,25,40
3/2/2013,0,Cincinnati,61,18,5,10,8,10,0,36,14,21,12,31,9,65,20,40,Connecticut,56,17,4,2,15,8,0,36,10,24,18,18,2,52,18,40
3/2/2013,0,Davidson,83,19,5,9,11,17,0,32,6,22,16,14,5,55,31,40,Georgia Southern,48,21,0,7,15,4,0,24,6,24,18,13,2,47,14,40
3/2/2013,0,East. Michigan,50,12,6,10,9,16,0,26,6,11,6,11,2,53,21,45,W. Michigan,49,16,6,5,15,13,0,31,6,11,6,21,7,43,18,45
3/2/2013,0,La Salle,97,13,4,9,7,23,0,36,8,25,19,24,10,66,34,40,Duquesne,64,17,7,5,12,11,0,30,7,13,9,16,3,64,26,40
3/2/2013,0,Toledo,72,17,3,9,10,19,0,21,8,24,18,23,8,60,23,40,Ball St.,86,22,3,6,21,14,0,40,11,22,16,24,12,53,29,40
3/2/2013,0,Wright St.,72,14,1,12,10,17,0,31,7,11,7,13,5,54,30,40,Youngstown St.,45,14,5,4,16,10,0,21,3,18,12,14,5,39,14,40
3/2/2013,0,Xavier,72,17,3,5,16,10,0,37,13,29,19,15,5,55,24,40,Massachusetts,77,22,4,6,15,16,0,27,9,20,10,25,13,55,27,40
3/2/2013,0,UAB,74,13,0,5,12,12,0,33,18,28,21,18,5,55,24,40,SMU,69,21,2,6,16,13,0,21,6,9,7,9,2,52,30,40
3/2/2013,0,USC,57,13,5,9,13,9,0,33,9,19,12,12,5,51,20,40,Arizona St.,56,15,3,6,13,9,0,29,6,11,7,12,1,56,24,40
3/2/2013,0,Minnesota,73,23,5,6,10,20,0,41,10,24,14,17,5,54,27,40,Penn St.,44,24,5,4,9,9,0,20,2,23,15,14,3,48,13,40
3/2/2013,0,Miami (OH),58,15,1,6,11,9,0,22,9,21,14,8,4,45,20,40,Kent St.,78,22,3,7,10,14,0,27,8,18,15,26,13,48,25,40
3/2/2013,0,San Diego,76,11,3,3,6,14,0,29,9,22,17,15,5,54,27,40,Pepperdine,69,18,3,0,5,15,0,26,8,16,13,17,8,54,24,40
3/2/2013,0,Niagara,78,20,3,4,8,21,0,25,7,21,15,21,9,51,27,40,St. Peter's,61,21,3,4,12,8,0,28,10,21,11,19,4,52,23,40
3/2/2013,0,Texas St.,81,25,1,8,15,8,0,24,5,13,11,26,10,65,30,40,Idaho,90,17,5,9,14,9,0,36,9,31,24,14,6,54,30,40
3/2/2013,0,Loyola Chicago,87,15,5,4,8,23,0,31,9,21,16,18,9,52,31,40,Cleveland St.,60,19,1,6,8,9,0,26,12,15,11,22,5,61,22,40
3/2/2013,0,Wis. Green Bay,56,11,1,5,16,12,0,24,9,12,7,13,5,48,22,40,Valparaiso,75,15,1,10,10,14,0,22,5,10,7,18,10,48,29,40
3/2/2013,0,Stetson,65,16,4,3,17,11,0,27,8,22,18,21,7,52,20,40,Mercer,77,19,6,10,9,17,0,26,7,21,17,14,6,54,27,40
3/2/2013,0,Oklahoma St.,78,16,3,10,18,9,0,31,6,32,25,15,5,47,24,40,Texas,65,25,0,12,18,11,0,30,9,11,8,22,9,61,24,40
3/2/2013,0,Geo. Washington,58,24,6,9,14,12,0,31,10,15,8,7,2,58,24,40,Saint Louis,66,19,5,8,16,8,0,31,7,24,21,14,5,48,20,40
3/2/2013,0,Arkansas,73,21,1,11,7,13,0,43,19,29,19,25,6,69,24,40,Kentucky,60,24,4,3,18,5,0,36,7,27,17,14,3,43,20,40
3/2/2013,0,Towson,67,13,7,6,17,10,0,30,9,22,16,18,7,51,22,40,Hofstra,64,20,1,4,14,10,0,22,3,9,9,20,7,51,24,40
3/2/2013,0,Missouri,89,15,4,3,11,17,0,34,12,17,12,16,5,62,36,40,LSU,76,17,1,5,9,11,0,28,13,16,12,28,12,62,26,40
3/2/2013,0,Furman,50,12,4,4,7,5,0,24,4,14,10,16,4,58,18,40,Charleston,74,15,4,5,8,17,0,46,10,17,10,21,8,57,28,40
3/2/2013,0,Dayton,78,21,2,3,13,14,0,27,12,24,20,10,4,49,27,40,Richmond,74,19,3,5,7,18,0,17,7,19,13,18,9,47,26,40
3/2/2013,0,High Point,63,16,10,2,11,10,0,31,6,18,9,11,4,49,25,40,Campbell,62,17,4,4,7,8,0,31,10,16,12,16,4,57,23,40
3/2/2013,0,Morgan St.,58,14,7,10,8,13,0,29,7,15,10,17,2,56,23,40,MD Eastern Shore,45,16,1,5,17,8,0,30,9,14,10,11,3,51,16,40
3/2/2013,0,N.C. Central,51,14,1,7,22,14,0,28,6,23,13,12,2,38,18,40,Savannah St.,47,21,3,12,18,3,0,16,3,13,7,14,4,46,18,40
3/2/2013,0,Nevada,63,14,2,3,9,7,0,28,10,13,10,15,3,63,25,40,UNLV,80,15,10,3,9,14,0,34,9,16,14,18,10,58,28,40
3/2/2013,0,N.C. A&T,58,15,5,12,12,14,0,36,11,22,15,22,7,57,18,40,S. Carolina St.,35,18,2,6,24,3,0,46,17,16,11,18,2,54,11,40
3/2/2013,0,Northern Arizona,78,21,0,7,12,14,0,30,13,24,18,19,6,63,27,45,Weber St.,80,22,3,8,18,11,0,36,12,23,19,23,9,55,26,45
3/2/2013,0,Texas Tech,72,22,2,5,11,15,0,28,3,20,12,9,4,45,28,40,TCU,63,18,0,6,9,5,0,26,10,28,18,13,5,51,20,40
3/2/2013,0,Winthrop,70,17,4,4,17,15,0,36,6,22,15,14,5,50,25,40,N.C. Asheville,61,17,4,13,14,8,0,34,15,26,16,17,3,66,21,40
3/2/2013,0,Bryant,85,8,4,4,12,19,0,37,10,20,14,14,7,49,32,40,St. Francis (PA),60,14,1,9,6,15,0,16,7,7,3,24,11,58,23,40
3/2/2013,0,N.J.I.T.,69,23,8,11,10,9,0,35,11,34,26,13,3,56,20,40,Houston Baptist,58,27,4,4,17,11,0,37,15,22,12,20,6,58,20,40
3/2/2013,0,Tulsa,78,23,7,2,11,14,0,41,7,34,28,18,6,51,22,40,Tulane,66,24,2,6,7,12,0,27,5,28,24,23,6,60,18,40
3/2/2013,0,Fair. Dickinson,82,22,2,4,9,12,0,25,7,29,19,11,3,60,30,40,Mount St. Mary's,103,29,5,6,10,19,0,48,20,32,26,37,13,71,32,40
3/2/2013,0,Charleston Sou.,75,15,1,7,10,16,0,29,9,5,4,34,15,62,28,40,Coastal Carolina,64,10,4,6,15,6,0,29,5,19,13,16,3,50,24,40
3/2/2013,0,Gardner-Webb,76,12,4,4,5,16,0,27,3,18,11,15,7,48,29,40,Presbyterian,57,13,2,2,11,9,0,30,12,6,3,18,8,60,23,40
3/2/2013,0,Long Island,96,23,2,7,8,15,0,25,4,33,25,20,7,58,32,40,Quinnipiac,90,25,2,2,10,8,0,34,14,21,17,19,7,67,33,40
3/2/2013,0,Radford,56,20,0,8,6,7,0,32,11,25,15,18,3,61,19,40,Liberty,73,17,4,2,13,14,0,36,3,25,20,17,9,46,22,40
3/2/2013,0,St. Francis (NY),92,15,3,6,9,16,0,33,13,19,12,27,12,64,34,40,Sacred Heart,80,16,2,4,10,12,0,28,10,15,12,18,4,64,32,40
3/2/2013,0,Western Carolina,56,16,1,6,9,11,0,31,13,15,10,17,4,58,21,45,Samford,54,14,1,7,12,11,0,38,14,8,4,18,2,55,24,45
3/2/2013,0,Gonzaga,81,12,2,10,5,20,0,38,12,17,11,23,8,63,31,40,Portland,52,20,6,5,13,8,0,29,14,14,10,20,8,59,17,40
3/2/2013,0,New Mexico,53,12,3,5,6,12,0,37,5,27,21,14,2,42,15,40,Wyoming,42,22,3,5,7,9,0,33,11,7,3,24,7,57,16,40
3/2/2013,0,California,62,11,7,2,10,12,0,41,13,10,10,6,0,56,26,40,Colorado,46,13,1,4,5,6,0,34,18,15,10,21,6,65,15,40
3/2/2013,0,Evansville,84,23,3,3,13,26,0,35,6,23,17,10,5,57,31,40,Indiana St.,68,21,5,5,13,15,0,26,5,18,12,23,6,59,25,40
3/2/2013,0,Mississippi St.,73,17,4,8,18,16,0,34,4,37,27,21,6,48,20,40,Mississippi,67,27,6,13,15,12,0,41,15,16,11,29,6,74,25,40
3/2/2013,0,Eastern Illinois,61,15,2,7,7,15,0,26,4,14,9,15,6,48,23,40,SIU Edwardsville,46,15,2,3,14,8,0,26,7,14,8,9,2,46,18,40
3/2/2013,0,Nebraska Omaha,57,17,4,4,10,8,0,23,8,16,12,17,3,63,21,40,North Dakota St.,84,17,6,7,17,14,0,40,8,23,17,17,7,52,30,40
3/2/2013,0,Eastern Wash.,74,8,10,6,16,14,0,34,11,7,4,24,8,66,31,40,North Dakota,78,9,8,10,10,20,0,37,14,6,4,15,6,75,34,40
3/2/2013,0,Sam Houston St.,54,15,4,5,17,17,0,38,8,19,13,14,7,42,17,40,SE Louisiana,45,17,3,4,11,13,0,24,3,9,3,16,6,50,18,40
3/2/2013,0,Illinois,72,12,2,4,9,10,0,32,8,18,15,26,9,55,24,40,Nebraska,65,14,5,4,9,11,0,22,6,9,6,18,9,55,25,40
3/2/2013,0,Fla Gulf Coast,67,20,3,12,12,8,0,36,12,34,19,17,4,50,22,40,Kennesaw St.,49,24,0,9,18,4,0,39,16,27,17,18,4,56,14,40
3/2/2013,0,LA Monroe,63,21,4,6,16,12,0,34,10,27,16,22,5,53,21,40,LA Lafayette,71,21,7,7,15,12,0,33,10,26,17,19,8,54,23,40
3/2/2013,0,McNeese St.,67,19,3,12,11,13,0,38,16,14,4,20,9,67,27,40,Central Arkansas,68,16,1,2,20,9,0,46,17,25,14,17,6,59,24,40
3/2/2013,0,Duke,79,18,5,4,10,12,0,25,4,26,16,23,11,50,26,40,Miami (FL),76,20,0,1,10,7,0,37,11,17,14,21,6,64,28,40
3/2/2013,0,Howard,53,26,2,4,9,9,0,23,12,20,11,18,4,56,19,40,Delaware St.,56,17,2,1,20,4,0,31,11,30,24,10,2,37,15,40
3/2/2013,0,Princeton,68,12,2,3,12,12,0,28,7,21,18,19,10,45,20,40,Dartmouth,63,17,3,10,9,11,0,24,5,13,11,14,4,51,24,40
3/2/2013,0,Pennsylvania,75,25,2,10,14,14,0,28,7,24,17,8,2,53,28,40,Harvard,72,18,3,9,14,14,0,28,8,33,24,21,10,47,19,40
3/2/2013,0,Buffalo,81,13,8,5,10,20,0,31,5,23,18,17,7,50,28,40,Akron,67,21,5,8,10,9,0,30,13,12,7,21,4,69,28,40
3/2/2013,0,Denver,66,18,6,11,8,17,0,18,8,28,18,14,8,46,20,40,New Mexico St.,60,20,7,4,18,12,0,28,6,21,17,6,3,41,20,40
3/2/2013,0,Hampton,77,23,6,10,12,14,0,40,14,25,21,18,8,63,24,40,Florida A&M,68,18,3,5,18,8,0,37,13,30,23,13,3,62,21,40
3/2/2013,0,Norfolk St.,62,17,4,9,15,7,0,36,11,33,16,11,4,58,21,40,Bethune-Cookman,61,27,3,12,16,10,0,45,12,25,16,20,5,58,20,40
3/2/2013,0,Oakland,72,17,0,7,8,11,0,30,6,22,20,20,4,62,24,40,IPFW,74,19,7,5,15,12,0,35,7,15,10,26,8,59,28,40
3/2/2013,0,Prairie View A&M,39,19,0,3,15,5,0,33,9,14,7,10,4,55,14,40,Southern,61,16,4,7,8,11,0,34,6,22,12,18,5,49,22,40
3/2/2013,0,William & Mary,67,12,2,4,19,15,0,31,4,10,4,16,7,47,28,40,James Madison,69,13,6,12,8,11,0,22,6,13,11,24,8,58,25,40
3/2/2013,0,Grambling St.,62,21,3,4,13,13,0,41,20,22,12,14,4,63,23,40,Alabama St.,74,17,2,5,9,10,0,31,10,27,17,13,5,57,26,40
3/2/2013,0,West. Kentucky,62,18,5,4,13,13,0,27,11,18,13,15,5,52,22,40,Middle Tenn. St.,70,18,5,5,15,10,0,27,8,19,18,9,4,50,24,40
3/2/2013,0,Jackson St.,60,9,2,10,8,6,0,21,5,19,15,19,7,50,19,40,Alabama A&M,57,15,2,3,14,5,0,38,16,8,5,19,4,56,24,40
3/2/2013,0,Baylor,61,13,6,5,15,16,0,33,14,21,15,14,6,51,20,40,Kansas St.,64,19,4,9,11,17,0,30,12,14,9,17,7,56,24,40
3/2/2013,0,Columbia,58,25,0,8,13,5,0,26,8,20,12,16,6,44,20,40,Brown,61,20,2,9,12,7,0,24,6,26,16,12,5,39,20,40
3/2/2013,0,Cornell,70,21,3,4,10,10,0,37,19,15,8,26,10,70,26,40,Yale,79,14,7,3,9,15,0,32,7,31,25,11,6,51,24,40
3/2/2013,0,St. Bonaventure,104,30,2,6,22,22,0,38,8,42,33,18,11,51,30,40,Charlotte,83,33,3,15,20,12,0,34,16,41,28,18,7,62,24,40
3/2/2013,0,Texas A&M,74,19,7,8,8,15,0,23,9,15,9,15,7,54,29,40,South Carolina,56,16,1,4,17,12,0,27,10,20,14,16,6,47,18,40
3/2/2013,0,UC Irvine,72,14,8,2,15,15,0,35,12,18,15,15,5,57,26,40,Long Beach St.,69,19,2,7,12,12,0,31,13,12,6,18,7,63,28,40
3/2/2013,0,Drexel,62,13,2,3,8,10,0,51,18,25,19,17,5,62,19,40,N.C. Wilmington,46,22,7,4,7,11,0,26,3,12,5,15,3,54,19,40
3/2/2013,0,Elon,80,17,2,5,12,10,0,28,4,28,23,15,5,46,26,40,N.C. Greensboro,66,23,1,6,10,7,0,28,10,21,15,19,5,58,23,40
3/2/2013,0,Florida Atlantic,77,18,3,7,11,9,0,38,10,19,13,20,4,60,30,40,Florida Intl.,60,16,2,7,12,8,0,23,3,23,15,19,5,54,20,40
3/2/2013,0,Lamar,50,14,2,1,17,11,0,33,10,10,6,8,4,55,20,40,Oral Roberts,68,12,3,7,9,14,0,34,8,22,14,16,6,55,24,40
3/2/2013,0,Navy,46,12,3,5,8,13,0,21,6,2,1,16,5,55,20,40,Bucknell,62,9,2,5,12,18,0,31,9,10,8,14,8,47,23,40
3/2/2013,0,St. Joseph's,82,15,6,7,8,19,0,36,5,20,14,24,10,58,29,40,Fordham,56,16,3,5,14,10,0,38,12,19,11,24,5,60,20,40
3/2/2013,0,Stephen F. Austin,64,21,2,8,15,9,0,35,13,25,17,11,3,52,22,40,Northwestern St.,63,20,5,8,12,14,0,28,10,23,17,16,4,51,21,40
3/2/2013,0,UTSA,37,14,1,6,10,8,0,29,11,14,6,27,7,53,12,40,Seattle,53,21,5,5,13,13,0,35,8,11,8,13,7,44,19,40
3/2/2013,0,Monmouth,57,24,1,8,16,5,0,28,9,20,15,18,6,54,18,40,Wagner,67,21,6,4,16,5,0,29,6,30,23,12,2,48,21,40
3/2/2013,0,Wofford,69,22,0,6,11,12,0,27,7,14,11,15,4,53,27,40,Citadel,62,15,0,6,11,12,0,28,7,29,21,17,7,45,17,40
3/2/2013,0,Indiana,73,25,6,11,12,10,0,33,13,42,29,14,2,54,21,40,Iowa,60,27,5,7,18,9,0,34,13,24,17,13,1,55,21,40
3/2/2013,0,IUPUI,44,17,7,4,15,7,0,27,3,15,10,19,4,41,15,40,Mo. Kansas City,48,16,3,4,12,5,0,30,8,15,11,17,5,50,16,40
3/2/2013,0,Louisiana Tech,88,22,7,12,13,18,0,39,11,31,20,29,10,63,29,40,San Jose St.,61,21,1,5,21,6,0,30,6,29,22,17,5,53,17,40
3/2/2013,0,Boise St.,78,21,1,5,8,8,0,28,8,15,11,19,9,54,29,40,Colorado St.,65,14,2,2,9,9,0,29,13,32,19,9,4,50,21,40
3/2/2013,0,Northern Kentucky,66,21,0,7,5,15,0,27,8,24,17,31,7,60,21,40,Jacksonville,62,24,3,2,19,15,0,37,5,22,14,11,4,43,22,40
3/2/2013,0,TX Arlington,61,17,2,7,6,15,0,28,5,12,6,24,11,54,22,40,Utah St.,46,14,1,4,16,7,0,32,6,18,12,19,6,46,14,40
3/2/2013,0,Virginia Tech,69,14,6,5,16,5,0,32,7,22,17,13,6,42,23,40,Clemson,61,16,0,11,9,11,0,18,6,16,11,16,4,54,23,40
3/2/2013,0,AR Little Rock,78,29,2,2,10,12,0,22,5,35,29,14,5,49,22,40,Arkansas St.,71,30,1,1,15,10,0,29,9,31,20,21,9,49,21,40
3/2/2013,0,Northern Illinois,50,23,1,8,14,11,0,25,9,11,5,14,1,53,22,40,Cent. Michigan,69,12,1,7,10,13,0,28,6,26,21,18,8,42,20,40
3/2/2013,0,Northern Iowa,80,19,0,6,10,12,0,40,18,35,24,28,10,58,23,40,Illinois St.,72,26,4,7,14,3,0,25,3,20,17,20,7,48,24,40
3/2/2013,0,Providence,62,16,2,2,13,15,0,41,15,22,11,22,7,59,22,40,St. John's,59,21,5,4,8,13,0,33,9,14,8,10,1,67,25,40
3/2/2013,0,Southern Miss,88,20,3,2,13,20,0,39,12,27,17,20,13,55,29,40,East Carolina,69,20,3,4,11,16,0,22,4,18,15,23,8,54,23,40
3/2/2013,0,Western Ill.,61,13,4,8,8,12,0,26,5,14,8,21,9,51,22,40,South Dakota,59,15,1,3,13,6,0,33,6,12,11,14,6,48,21,40
3/2/2013,0,Missouri St.,64,15,4,5,3,13,0,26,7,18,10,25,8,57,23,40,Bradley,56,18,2,2,15,9,0,35,6,13,8,17,4,50,22,40
3/2/2013,0,Drake,63,14,3,5,16,13,0,20,5,21,14,22,9,41,20,40,Southern Ill.,66,19,0,10,10,9,0,23,7,9,5,16,5,54,28,40
3/2/2013,0,UC Riverside,68,19,2,5,7,11,0,29,8,14,10,19,6,56,26,40,Pacific,70,14,1,3,7,15,0,28,9,21,13,17,7,52,25,40
3/2/2013,0,Murray St.,68,18,4,7,12,10,0,30,16,20,12,24,10,64,23,40,SE Missouri St.,84,22,4,7,15,19,0,34,7,21,20,19,12,52,26,40
3/2/2013,0,TAMU Corpus Christi,68,15,5,7,14,17,0,29,7,7,6,16,6,54,28,40,Nicholls St.,64,14,1,9,14,13,0,26,8,19,12,17,6,49,23,40
3/2/2013,0,Austin Peay,91,22,9,6,17,22,0,44,8,38,29,13,2,53,30,40,Tenn-Martin,58,28,1,7,16,4,0,32,15,25,16,20,4,69,19,40
3/2/2013,0,Tennessee Tech,72,23,5,7,13,14,0,29,10,31,24,18,8,49,20,40,Morehead St.,66,25,1,5,16,9,0,32,11,32,24,14,4,47,19,40
3/2/2013,0,Troy,49,15,3,8,12,10,0,30,6,10,8,15,3,54,19,40,South Alabama,53,12,6,6,15,7,0,33,9,9,4,17,5,51,22,40
3/2/2013,0,Tennessee St.,85,18,7,7,19,18,0,40,10,32,25,15,6,51,27,45,Eastern Kentucky,81,21,2,7,10,15,0,26,9,20,20,42,13,68,24,45
3/2/2013,0,Georgetown,64,21,6,5,12,8,0,34,6,42,30,11,4,33,15,40,Rutgers,51,30,1,7,12,12,0,23,6,15,6,14,5,54,20,40
3/2/2013,0,UCLA,74,14,1,11,8,17,0,27,7,11,9,17,7,62,29,40,Arizona,69,11,4,4,16,13,0,34,9,14,11,22,10,54,24,40
3/2/2013,0,Auburn,55,27,5,4,8,10,0,33,5,19,12,18,3,56,20,40,Vanderbilt,62,20,2,2,9,12,0,35,5,31,20,26,10,49,16,40
3/2/2013,0,Montana St.,68,14,1,7,9,9,0,27,9,17,13,14,3,55,26,40,Montana,71,16,1,3,15,8,0,27,7,14,10,22,11,51,25,40
3/2/2013,0,Texas Southern,78,14,7,8,13,19,0,33,6,26,19,19,7,51,26,40,Alcorn St.,59,20,1,4,18,9,0,28,11,14,9,15,4,59,23,40
3/2/2013,0,CSU Fullerton,68,17,1,9,9,12,0,21,4,19,16,24,8,51,22,40,UC Davis,71,18,3,3,16,16,0,37,11,15,9,15,8,53,27,40
3/2/2013,0,Utah Valley,76,10,3,9,15,13,0,33,10,30,22,13,6,52,24,40,Chicago St.,69,24,2,7,18,14,0,21,3,8,6,20,9,53,27,40
3/2/2013,0,Lipscomb,78,24,4,7,11,6,0,40,18,32,25,17,5,62,24,40,North Florida,85,21,2,4,13,17,0,22,4,26,14,18,9,52,31,40
3/2/2013,0,Fresno St.,56,19,3,6,8,5,0,43,18,18,12,14,2,56,21,40,Air Force,41,16,1,0,13,8,0,26,7,19,13,20,4,43,12,40
3/2/2013,0,St. Mary's,80,18,2,6,8,11,0,42,14,33,27,20,5,57,24,40,Santa Clara,67,25,2,5,10,9,0,31,9,24,18,12,5,56,22,40
3/2/2013,0,Sacramento St.,53,12,2,6,10,15,0,30,14,12,6,23,5,58,21,40,Idaho St.,52,14,5,9,15,13,0,30,7,15,11,20,5,46,18,40
3/2/2013,0,CSU Northridge,74,25,0,8,14,14,0,30,11,13,12,27,10,61,26,40,UCSB,83,16,3,6,13,18,0,32,12,22,17,20,6,59,30,40
3/2/2013,0,Portland St.,75,14,2,4,11,14,0,24,10,20,16,14,7,56,26,40,Northern Colorado,85,19,1,7,7,17,0,29,11,14,11,22,10,60,32,40
3/2/2013,0,Loyola Marymount,70,26,7,10,9,12,0,25,10,19,13,25,9,62,24,40,BYU,73,24,0,6,19,10,0,40,13,34,25,16,6,47,21,40
3/2/2013,0,Hawaii,61,12,4,3,3,12,0,27,9,19,14,15,5,52,21,40,Cal Poly,64,15,3,3,7,18,0,28,8,11,7,17,7,51,25,40
3/3/2013,0,Pittsburgh,73,22,4,1,12,17,0,41,12,24,18,17,7,54,24,45,Villanova,64,25,7,6,8,15,0,28,7,26,18,20,6,54,20,45
3/3/2013,0,Loyola (MD),63,21,1,6,16,14,0,21,8,32,21,8,2,45,20,40,Manhattan,61,28,2,5,21,7,0,28,12,20,15,13,4,45,21,40
3/3/2013,0,Wisconsin,56,17,6,8,11,12,0,26,6,8,6,28,6,55,22,40,Purdue,69,12,2,8,12,15,0,36,10,17,11,12,6,57,26,40
3/3/2013,0,New Hampshire,79,16,4,4,7,15,0,25,7,18,14,19,9,55,28,40,Maine,74,18,3,6,10,8,0,30,8,19,15,13,3,54,28,40
3/3/2013,0,South Florida,83,15,4,6,9,14,0,26,8,13,12,17,9,57,31,40,DePaul,73,14,4,4,13,17,0,23,6,16,13,13,4,53,28,40
3/3/2013,0,North Carolina,79,13,3,6,11,20,0,30,7,10,6,15,9,56,31,40,Florida St.,58,12,7,7,14,10,0,29,12,8,8,18,4,62,23,40
3/3/2013,0,Vermont,58,15,3,3,20,7,0,32,8,24,19,8,3,36,18,40,Hartford,61,24,3,10,13,17,0,13,3,17,13,25,12,41,18,40
3/3/2013,0,Iona,80,13,2,11,10,25,0,29,10,9,6,23,8,66,33,40,Siena,61,10,3,4,20,14,0,27,7,17,11,25,8,51,21,40
3/3/2013,0,Marist,73,15,3,7,11,8,0,31,7,44,24,13,5,41,22,40,Fairfield,60,30,3,9,12,12,0,29,9,19,14,19,6,52,20,40
3/3/2013,0,UMBC,59,8,1,10,10,14,0,35,10,12,7,26,12,63,20,40,Binghamton,49,13,5,7,20,8,0,36,8,6,5,23,6,56,19,40
3/3/2013,0,Stony Brook,75,18,1,7,13,16,0,21,5,29,22,9,7,45,23,40,Albany,70,23,2,4,18,16,0,23,3,15,11,17,7,46,26,40
3/3/2013,0,TX Pan American,71,24,4,5,14,17,0,40,10,32,19,18,6,56,23,40,New Orleans,57,26,1,6,19,7,0,34,7,25,17,7,2,53,19,40
3/3/2013,0,Washington,72,17,4,8,13,11,0,22,8,27,17,17,7,45,24,40,Washington St.,68,20,0,5,18,12,0,22,5,18,15,21,9,43,22,40
3/3/2013,0,Michigan,58,17,1,11,7,10,0,28,9,11,8,12,0,59,25,40,Michigan St.,57,15,2,3,18,9,0,41,17,12,9,22,6,59,21,40
3/3/2013,0,Boston Coll.,53,12,2,2,9,11,0,26,4,11,8,18,7,41,19,40,Virginia,52,15,0,3,10,12,0,24,5,7,5,15,7,47,20,40
3/3/2013,0,Stanford,84,11,3,7,9,20,0,32,9,16,15,26,11,60,29,40,Utah,66,11,0,6,12,11,0,26,6,14,13,14,5,55,24,40
3/3/2013,0,Georgia Tech,57,23,5,3,15,12,0,35,15,12,9,18,4,64,22,40,N.C. State,70,13,3,12,10,12,0,32,8,30,21,11,1,56,24,40
3/4/2013,0,Kansas,79,18,7,7,15,18,0,43,8,36,29,11,2,45,24,40,Texas Tech,42,21,2,7,13,7,0,21,5,19,13,15,1,53,14,40
